更新时间,#genre#
20250221 01:48,url


RespoTime,whitelist,#genre#
546.23ms,CCTV1,http://113.140.86.162:8009/hls/501/index.m3u8
546.26ms,CCTV12,http://125.82.168.238:8888/rtp/235.254.198.8:1308
546.27ms,江苏卫视,http://113.140.86.162:8009/hls/33/index.m3u8
546.30ms,印度歌舞8,http://15799848.s21v.faiusr.com/58/ABUIABA6GAAgyd_e9wUoiNbEwAc.mp4
546.30ms,[BD]fashion tv,https://stream1.freetv.fun/fashion-tv-4.m3u8
546.30ms,凤凰资讯,http://wouu.net:9977/udp/239.93.0.118:2191
546.34ms,30A TV Classic Movies,https://30a-tv.com/feeds/pzaz/30atvmovies.m3u8
546.37ms,重庆-重庆文艺广播,http://satellitepull.cnr.cn/live/wxcqwygb/playlist.m3u8
546.38ms,[BD]安徽卫视,https://stream1.freetv.fun/an-hui-wei-shi-65.m3u8
546.43ms,[SD]national geographic,https://stream1.freetv.fun/national-geographic-2.m3u8
546.45ms,[BD]龙华洋片,https://stream1.freetv.fun/long-hua-yang-pian-1.m3u8
546.46ms,浙江卫视,http://joyznm.i234.me:20000/udp/239.3.1.137:8036###des:1080P###HLS\\n
546.48ms,[BD]安徽体育,https://stream1.freetv.fun/an-hui-ti-yu-2.m3u8
546.48ms,CCTV11,https://stream1.freetv.fun/3f3cbe35e4ab51d5138589e61d79f5d29e6862401940478ddfa92fb6fcd8a874.m3u8
546.49ms,[SD]安徽卫视,https://stream1.freetv.fun/an-hui-wei-shi-87.m3u8
546.50ms,吉林卫视,http://123.130.84.106:8154/tsfile/live/0116_1.m3u8
546.54ms,黑龙江卫视,http://110.7.131.231:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
546.57ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-537.m3u8
546.57ms,[SD]tv asahi,https://stream1.freetv.fun/tv-asahi-1.m3u8
546.57ms,[BD]海南卫视,https://stream1.freetv.fun/hai-nan-wei-shi-59.m3u8
546.67ms,辽宁卫视,http://dms.yryyj.site:8188/udp/239.76.245.197:1234
546.68ms,湖南都市,https://stream1.freetv.fun/hu-nan-du-shi-10.m3u8
546.77ms,CCTV5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=d7396c05a877872a7519b5df4582a7a4bdf13c82d09889e561f50d0035f006d199741b00d465e4e41b0f706bccfe3420f5d427961e7698ad2a8b8d82d9d320a827310f6c8a7d1c8f203c91b392
546.82ms,BRTV纪实科教,http://drive.mxmy.net:8888/udp/239.3.1.115:8000
546.87ms,青海卫视,https://stream1.freetv.fun/e428d38e12d7120d524e078b6fcf7ea6e16481925fca496bf8043600337e2a47.m3u8
546.90ms,东南卫视,http://dms.yryyj.site:8188/udp/239.76.245.190:1234
546.91ms,湖南经视,https://stream1.freetv.fun/hu-nan-jing-shi-gao-qing-2.m3u8
546.92ms,CCTV11,http://116.117.105.51:8096/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
546.93ms,新疆卫视,https://stream1.freetv.fun/5027603861b7d683b3efa4458d7b350b4496e3f0fa64e93b2621fd54e360a1de.m3u8
546.95ms,河北卫视,http://joyznm.i234.me:20000/udp/239.3.1.37:8292##des:720P###HLS\\n
546.96ms,东方卫视,https://www.freetv.top/migu/651632648.m3u8?migutoken=e765bb663396911e0fa027f64c4378a4811b733586444461515451642f01e401c61987a7256405e562f272d4a45cf003c8974fd47f47765203988df87102570687a04fcdd402aa62918f1cad2f
546.97ms,CHC影迷电影,https://stream1.freetv.fun/chcgao-qing-dian-ying-5.m3u8
546.97ms,陕西卫视,http://125.82.171.210:8888/rtp/235.254.198.40:1436
546.99ms,保定城市服务广播 乐动1016[0*0],http://ls.qingting.fm/live/62628.m3u8
547.01ms,黑龙江卫视,http://drive.mxmy.net:8888/udp/239.3.1.133:8016
547.01ms,河南卫视,http://60.223.224.176:8888/newlive/live/hls/32/live.m3u8
547.04ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-544.m3u8
547.04ms,[SD]channel s,https://stream1.freetv.fun/channel-s-1.m3u8
547.05ms,辽宁卫视,http://218.58.136.82:352/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
547.06ms,CCTV7,http://home.wwang.pw:35455/gaoma/cctv7.m3u8
547.09ms,四川新闻综合广播 FM98.1[0*0],http://ls.qingting.fm/live/4906.m3u8
547.13ms,[SD]广东少儿,https://stream1.freetv.fun/yan-dong-shao-er-1.m3u8
547.13ms,CCTV17,http://www.freetv.top/migu/673168256.m3u8?migutoken=698e0ff1ba47e7b3e38326199e2ee0a1b7bd0b0dd192935d111a196fb0a283c3070537cce6951301b2cc3e6f7de31ffdb9b7c4095d6c008d8333e21e5070375ca86124640133c9fa4c6ffa847f
547.14ms,[SD]canal plus sport,https://stream1.freetv.fun/canal-plus-sport-1.m3u8
547.15ms,[BD]halk tv,https://stream1.freetv.fun/halk-tv-4.m3u8
547.16ms,动物的海底宫殿,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0929798fce744530b14a6add96afcdf3/1200.m3u8
547.17ms,CCTV14,http://61.138.128.226:19901/tsfile/live/0015_1.m3u8
547.18ms,深圳卫视,http://dms.yryyj.site:8188/udp/239.76.246.188:1234
547.21ms,[BD]al wasat tv,https://stream1.freetv.fun/al-wasat-tv-1.m3u8
547.21ms,浙江卫视,http://125.82.168.238:8888/rtp/235.254.198.18:1348
547.24ms,[HD]cctv5 plus,https://stream1.freetv.fun/cctv5-plus-42.m3u8
547.25ms,[HD]安多卫视,https://stream1.freetv.fun/an-duo-wei-shi-22.m3u8
547.28ms,金鹰卡通,http://120.192.226.35:8009/hls/67/index.m3u8
547.29ms,[BD]rhema tv,https://stream1.freetv.fun/rhema-tv-1.m3u8
547.32ms,河北农民,https://stream1.freetv.fun/he-bei-nong-min-17.m3u8
547.38ms,ABC 25 West Palm Beach FL (WPBF) (720p),https://apollo.production-public.tubi.io/live/ac-wpbf.m3u8
547.38ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-46.m3u8
547.38ms,[HD]one tv,https://stream1.freetv.fun/one-tv-5.m3u8
547.40ms,[BD]cgtn,https://stream1.freetv.fun/cgtn-37.ctv
547.42ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-227.m3u8
547.43ms,东南卫视,http://61.138.128.226:19901/tsfile/live/1014_1.m3u8
547.50ms,[BD]nbc chicago news 24/7,https://stream1.freetv.fun/nbc-chicago-news-24-7-1.m3u8
547.51ms,辽宁卫视,http://123.138.22.30:9901/tsfile/live/0121_1.m3u8
547.53ms,广州交通电台 FM106.10*0][0*0],http://ls.qingting.fm/live/4955.m3u8
547.55ms,[HD]i24 news he עברית,https://stream1.freetv.fun/i24-news-he--bryt-1.m3u8
547.57ms,CCTV12,http://110.7.131.193:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
547.60ms,[HD]citynews toronto,https://stream1.freetv.fun/citynews-toronto-1.m3u8
547.60ms,广西卫视,http://123.138.22.30:9901/tsfile/live/0113_1.m3u8
547.61ms,[BD]cctv1,https://stream1.freetv.fun/cctv1-66.m3u8
547.61ms,[BD]东方卫视,https://stream1.freetv.fun/dong-fang-wei-shi-3.m3u8
547.62ms,CCTV7,https://stream1.freetv.fun/bee84649935554fe6294d64da1b84fc131556419447a8f7acc099e95841a6de5.m3u8
547.65ms,辽宁卫视,http://125.82.168.238:8888/rtp/235.254.198.23:1368
547.66ms,八大精彩,https://stream1.freetv.fun/ba-da-jing-cai-1.ctv
547.73ms,东方卫视,http://125.82.171.210:8888/rtp/235.254.198.33:1408
547.78ms,四川文艺广播 快乐900 FM90.0[0*0],http://ls.qingting.fm/live/4887.m3u8
547.81ms,[HD]thanh hóa,https://stream1.freetv.fun/thanh-hoa-1.m3u8
547.82ms,[VGA]sharjah tv 2,https://stream1.freetv.fun/sharjah-tv-2-1.m3u8
547.84ms,CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-3.m3u8
547.86ms,CCTV8,http://124.128.73.58:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
547.86ms,重庆卫视,http://223.241.247.214:9901/tsfile/live/1007_1.m3u8
547.88ms,黑龙江卫视,http://125.82.168.238:8888/rtp/235.254.198.70:1556
547.89ms,CCTV13,http://59.39.89.130:60901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
547.90ms,[BD]北京卫视,https://stream1.freetv.fun/bei-jing-wei-shi-3.m3u8
547.91ms,广西卫视,http://125.82.171.210:8888/rtp/235.254.198.38:1428
547.92ms,重庆卫视,http://61.138.128.226:19901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
547.95ms,CCTV12,http://113.25.252.226:9901/tsfile/live/0012_1.m3u8
547.95ms,CCTV10,http://218.58.136.82:352/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
547.96ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-292.m3u8
547.96ms,民视新闻,https://stream1.freetv.fun/min-shi-xin-wen-14.m3u8
547.98ms,上海都市,https://stream1.freetv.fun/ipv6-shang-hai-du-shi-3.m3u8
548.02ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-37.m3u8
548.02ms,山东卫视,http://113.218.229.47:8081/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
548.05ms,Hope Channel Inter-America,https://jstre.am/live/jsl:EC0Mq0i6HJU.m3u8
548.06ms,拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
548.06ms,文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8?zyund
548.07ms,CCTV10,http://124.128.73.58:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
548.07ms,蜥蜴安身火山岛(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5043f9b708fe443fb9207e26da903218/1200.m3u8
548.15ms,湖北垄上,http://113.57.20.158:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
548.15ms,CCTV5,http://222.169.85.8:9901/tsfile/live/0005_1.m3u8
548.16ms,湖北经视,http://183.94.1.118:8801/tsfile/live/1017_1.m3u8
548.16ms,宁夏卫视,http://123.138.22.30:9901/tsfile/live/0112_1.m3u8
548.17ms,河南卫视,http://101.66.198.53:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
548.29ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-29.ctv
548.30ms,CCTV13,http://175.171.30.26:5111/hls/415442613/index.m3u8
548.30ms,保定经典964汽车音乐广播[0*0],http://ls.qingting.fm/live/2227017.m3u8
548.33ms,辽宁卫视,http://8.146.211.219:2001/live_tv?pid=600002505###HLS###ua:SYTV/1.6\\n
548.35ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-583.m3u8
548.36ms,[BD]云南卫视,https://stream1.freetv.fun/yun-nan-wei-shi-69.m3u8
548.37ms,香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
548.43ms,北京卫视,http://8.146.211.219:2001/live_tv?pid=600002309
548.43ms,四川卫视,http://8.146.211.219:2001/live_tv?pid=600002516###HLS###ua:SYTV/1.6\\n
548.48ms,[BD]江西卫视,https://stream1.freetv.fun/jiang-xi-wei-shi-18.m3u8
548.49ms,吉林卫视,http://175.171.30.26:5111/hls/595914941/index.m3u8
548.54ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-424.m3u8
548.55ms,CCTV3,http://125.82.168.238:8888/rtp/235.254.198.53:1488
548.56ms,CCTV15,http://61.138.128.226:19901/tsfile/live/0019_1.m3u8
548.57ms,CCTV4,http://110.7.131.231:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
548.59ms,30A Luxe Life Discovered,https://30a-tv.com/feeds/vidaa/luxelife.m3u8
548.60ms,湖南卫视,http://182.91.124.224:9901/tsfile/live/1069_1.m3u8?key=txiptv&playlive=0&authid=0
548.60ms,ABC 5 Cleveland OH (WEWS) (720p),https://apollo.production-public.tubi.io/live/ac-wews2.m3u8
548.61ms,CCTV11,http://nas.hssvm.com:8888/udp/225.1.1.22:5002
548.64ms,[SD]云南卫视,https://stream1.freetv.fun/yun-nan-wei-shi-30.m3u8
548.67ms,湖南卫视,http://120.192.226.35:8009/hls/32/index.m3u8
548.68ms,[HD]cctv14,https://stream1.freetv.fun/cctv14-74.ctv
548.69ms,江西卫视,http://124.128.73.58:9901/tsfile/live/0138_1.m3u8?key=txiptv
548.70ms,NBC 6 New Orleans LA (WDSU) (720p),https://apollo.production-public.tubi.io/live/ac-wdsu.m3u8
548.70ms,CCTV3,http://dms.yryyj.site:8188/udp/239.76.246.153:1234
548.72ms,嘉佳卡通,http://120.192.226.35:8009/hls/66/index.m3u8
548.73ms,湖南卫视,http://113.57.20.158:9901/tsfile/live/1036_1.m3u8
548.73ms,金鹰纪实,https://stream1.freetv.fun/jin-ying-ji-shi-6.m3u8
548.73ms,NBCLX,https://nbculocallive.akamaized.net/hls/live/2037096/lx/use1.m3u8
548.73ms,东方卫视,http://8.146.211.219:2001/live_tv?pid=600002483###HLS###ua:SYTV/1.6\\n
548.76ms,江苏卫视,https://stream1.freetv.fun/ab96b0ba87db2285506cd908301589912d6162c0fbae266f556585184a115dcb.m3u8
548.76ms,CCTV12,http://123.130.84.106:8154/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
548.76ms,广东卫视,http://125.82.168.238:8888/rtp/235.254.196.204:1088
548.82ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-313.m3u8
548.84ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-10.m3u8
548.85ms,CCTV16,http://219.135.180.210:18888/hls/31/index.m3u8
548.90ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-71.m3u8
548.91ms,CCTV15,http://101.19.84.8:9901/tsfile/live/0015_1.m3u8
548.91ms,江苏卫视,https://www.freetv.top/migu/623899368.m3u8?migutoken=f1cd269b0915b27f2f0df129140c45e31211c441e8ec295cf566305c2c1d9f490e8e306f275eb4c59d97f3f033a2c75d35acaee85d3c81095ef1399e7c55e0351c61f40a24aaa0a52ccffa9041
548.93ms,山东体育,http://124.128.73.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
548.95ms,CCTV-9,http://8.146.211.219:2001/live_tv?pid=600004078
548.96ms,浙江民生休闲,https://stream1.freetv.fun/zhe-jiang-min-sheng-5.m3u8
548.99ms,[HD]wowowプライム,https://stream1.freetv.fun/wowowpuraimu-2.m3u8
549.01ms,郴州综合广播 FM99.2[0*0],http://ls.qingting.fm/live/76765.m3u8
549.03ms,CCTV4,https://stream1.freetv.fun/65ac61c6c6a2b58f5eb41469958413367ff7af3ad84bc702885b5afd3327fcb0.m3u8
549.04ms,湖北卫视,http://182.37.169.94:352/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://218.58.136.82:352/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://120.234.5.29:6000/udp/239.20.0.124:2046#http://14.19.151.0:9900/udp/239.77.1.93:5146#http://113.195.45.95:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://124.116.183.146:9901/tsfile/live/0132_1.m3u8#http://221.226.4.10:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0#http://110.7.131.40:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://e1.woc.iiiya.cn:8888/rtp/239.61.2.120:8714#http://110.7.131.79:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://110.7.131.193:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://36.44.157.21:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0#http://114.252.238.87:8000/udp/239.3.1.138:8044#http://223.145.224.77:8000/udp/239.76.253.193:9000#http://124.128.73.58:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://60.7.56.33:4000/udp/239.253.92.210:6567#http://124.128.73.58:9901/tsfile/live/0132_1.m3u8?key=txiptv#http://175.18.189.238:9998/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://183.3.134.56:9901/tsfile/live/0132_1.m3u8#http://dms.yryyj.site:8188/udp/239.76.246.193:1234#http://60.214.104.110:352/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://124.128.73.58:9901/tsfile/live/0132_1.m3u8#http://223.145.224.77:8000/udp/239.76.246.193:1234#http://116.117.106.154:8096/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.145.224.76:8000/udp/239.76.246.193:1234#http://113.218.229.47:8081/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.150.96.141:65535/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://qjrhc.jydjd.top:2911/udp/224.1.100.67:11111#http://116.117.107.84:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://14.112.86.85:4022/udp/239.77.1.93:5146#http://xiaoya.crccxw.top:35455/itv/1000000005000265023.m3u8?cdn=ystenlive#http://183.215.211.219:9998/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0#http://223.145.224.76:8000/udp/239.76.253.193:9000#http://220.164.192.48:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0#http://182.91.124.224:9901/tsfile/live/1070_1.m3u8?key=txiptv&playlive=0&authid=0#http://116.117.105.236:8096/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://183.3.134.56:9901/tsfile/live/0132_1.m3u8?key=tvbox6_com&playlive=1&authid=0#http://110.7.131.146:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://nas.hssvm.com:8888/udp/225.1.1.147:5002#http://110.7.131.4:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://110.7.131.231:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://113.57.111.4:1111/tsfile/live/1015_1.m3u8#http://lt.hxtre.com:35455/itv/1000000005000265023.m3u8?cdn=ystenlive#http://2000.run:35455/itv/1000000005000265023.m3u8?cdn=ystenlive#http://59.39.89.130:60901/tsfile/live/0125_12.m3u8?key=txiptv&playlive=1&authid=0#http://drive.mxmy.net:8888/udp/239.3.1.138:8044#http://119.32.12.32:2901/udp/224.1.100.68:11111#http://qjrhc.jydjd.top:2911/udp/224.1.100.68:11111#http://118.81.107.79:9999/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://116.117.104.248:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0#http://39.164.180.36:19901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0#http://113.56.95.69:53765/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
549.06ms,北京卫视,http://124.128.73.58:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
549.06ms,青海卫视,http://113.57.20.158:9901/tsfile/live/1014_1.m3u8
549.07ms,广东卫视,http://116.77.32.59:8277/streams/d/gdws/playlist.m3u8
549.08ms,CCTV13,http://120.192.226.35:8009/hls/13/index.m3u8
549.10ms,山东体育,https://stream1.freetv.fun/shan-dong-ti-yu-23.m3u8
549.19ms,湖南卫视,http://116.77.32.59:8277/streams/d/hunws/playlist.m3u8
549.19ms,[BD]btn,https://stream1.freetv.fun/btn-2.m3u8
549.34ms,安徽卫视,http://101.66.198.121:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
549.34ms,连续剧3,http://epg.112114.xyz/douyu/5689514
549.37ms,云南卫视,http://120.192.226.35:8009/hls/56/index.m3u8
549.37ms,[BD]cctv-2 hd,https://stream1.freetv.fun/cctv-2-3.m3u8
549.38ms,CCTV17,https://stream1.freetv.fun/1316eecb8e0b4da4df15c1027663095f3479ac52479f8c8605da5c1509555414.m3u8
549.38ms,CCTV5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=90ec1fec9d68b81a57600447989d07f36991aa61b8c4326b157e808a9708936512eae4c6777deb137597da627c6aeda1c609f4dd009d434672c6798fba04c925fe43bcecf3fa6847f848e962a8
549.42ms,内蒙古卫视,http://218.24.193.146:808/rtp/232.0.0.111:1234
549.43ms,海南卫视,http://183.223.157.33:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
549.43ms,西安新闻广播 FM95.0 (Opt-1)[0*0],http://ls.qingting.fm/live/1610.m3u8
549.44ms,河南卫视,http://113.57.20.158:9901/tsfile/live/1006_1.m3u8
549.45ms,重庆卫视,https://stream1.freetv.fun/c698772cba1205023be7edde28880ad3afa7b9233348b3b7535889c8346bda8e.m3u8
549.47ms,丽水遂昌综合,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
549.49ms,凤凰中文,http://wouu.net:9977/udp/239.93.0.162:2192
549.49ms,河南卫视,http://120.192.226.35:8009/hls/46/index.m3u8
549.52ms,黑龙江卫视,http://123.129.70.178:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
549.54ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-27.m3u8
549.54ms,青海卫视,http://61.138.128.226:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
549.55ms,山西卫视,http://61.138.128.226:19901/tsfile/live/0118_1.m3u8
549.55ms,[SD]农林卫视,https://stream1.freetv.fun/nong-lin-wei-shi-15.m3u8
549.56ms,[BD]asharq documentary,https://stream1.freetv.fun/asharq-documentary-1.m3u8
549.60ms,[SD]阿里郎电视,https://stream1.freetv.fun/a-li-lang-dian-shi-3.m3u8
549.60ms,Littleton 8 TV (Littleton CO) (1080p),https://ch8.littletongov.org/live-2/live/live.m3u8
549.61ms,CCTV12,http://home.wwang.pw:35455/gaoma/cctv12.m3u8
549.64ms,江苏卫视,http://8.146.211.219:2001/live_tv?pid=600002521
549.66ms,CCTV7,http://175.171.30.26:5111/hls/337212636/index.m3u8
549.68ms,[BD]三明综合,https://stream1.freetv.fun/san-ming-zong-he-1.m3u8
549.73ms,安徽卫视,http://8.146.211.219:2001/live_tv?pid=600002532
549.74ms,[BD]cctv2,https://stream1.freetv.fun/cctv2-66.m3u8
549.80ms,山东卫视,http://124.128.73.58:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
549.85ms,[BD]cctv12,https://stream1.freetv.fun/cctv12-74.m3u8
549.87ms,维吾尔语广播,http://ngcdn013.cnr.cn/live/wygb/index.m3u8
549.88ms,[BD]湖北卫视,https://stream1.freetv.fun/hu-bei-wei-shi-13.m3u8
549.94ms,[BD]tvb thai,https://stream1.freetv.fun/tvb-thai-4.m3u8
550.00ms,DJ情歌,http://wb.xn--dkw.xn--6qq986b3xl:5244/d/%E5%A4%A9/og1.mp4?mda-mm67ychk60q5n0d1/sc/cae_h264/1638893384360470440/mda-mm67ychk60q5n0d1.mp4
550.01ms,CCTV12,http://www.clmy.cc:35455/gaoma/cctv12.m3u8
550.01ms,CCTV11,http://218.24.193.146:808/rtp/232.0.0.178:1234
550.04ms,CCTV9,http://www.clmy.cc:35455/gaoma/cctv9.m3u8
550.05ms,CCTV10,http://120.192.226.35:8009/hls/506/index.m3u8
550.09ms,兵团卫视,https://stream1.freetv.fun/34dd012305fe7a8de136f8c56b13bb50f97d085d7f391e805e73002e7a69d07d.m3u8
550.11ms,CCTV-4中文国际,https://www.freetv.top/migu/631780421.m3u8?migutoken=fe6cd1545652624283a2e4057669faa6c3e8bf614112c86afd0cdce8e7218377589401d30c999378eac2d10283a75d3cead5332d152c8aa14a139c832323984a8a510f738a0cacdcc21e30686f
550.11ms,浙江公共新闻,https://stream1.freetv.fun/zhe-jiang-gong-gong-xin-wen-1.m3u8
550.11ms,CCTV5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8
550.13ms,兄弟情深(上),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0700de47ebc74232bc9f5c5c178aa488/1200.m3u8
550.13ms,凤凰中文,http://wouu.net:9977/rtp/239.93.0.162:2192?Cf=cfss.cc
550.14ms,东南卫视,http://218.24.193.146:808/rtp/232.0.0.74:1234
550.17ms,青海卫视,http://nas.hssvm.com:8888/udp/225.1.1.54:5002
550.19ms,[BD]江苏卫视,https://stream1.freetv.fun/jiang-su-wei-shi-11.m3u8
550.25ms,青海卫视,http://222.134.245.16:9901/tsfile/live/0140_1.m3u8
550.26ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-322.m3u8
550.28ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-153.m3u8
550.32ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-411.m3u8
550.34ms,东南卫视 (备用),http://222.174.239.62:352/tsfile/live/0137_1.m3u8
550.34ms,山东卫视,http://123.129.70.178:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
550.37ms,CCTV4,http://113.57.20.158:9901/tsfile/live/1023_1.m3u8
550.43ms,南美野生世界1,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/35eac4ae4e024654b845f5c7b2221d15/1200.m3u8
550.44ms,天津卫视,http://222.134.245.16:9901/tsfile/live/0135_1.m3u8
550.46ms,温州交通广播 FM103.9[0*0],http://ls.qingting.fm/live/23863.m3u8
550.47ms,[HD]звезда,https://stream1.freetv.fun/zvezda-8.m3u8
550.49ms,岳阳新闻综合广播[0*0],http://ls.qingting.fm/live/88933.m3u8
550.49ms,[BD]镇江新闻综合频道,https://stream1.freetv.fun/zhen-jiang-xin-wen-zong-he-1.m3u8
550.51ms,[BD]tg junior,https://stream1.freetv.fun/tg-junior-3.m3u8
550.57ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-638.m3u8
550.57ms,[HD]mtv lbn,https://stream1.freetv.fun/mtv-lbn-380.m3u8
550.59ms,WBTV Sweet Escapes [Geo-blocked],https://apollo.production-public.tubi.io/live/wbd-sweet-escapes.m3u8
550.66ms,铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
550.70ms,CCTV1,http://183.94.1.118:8801/tsfile/live/0001_1.m3u8
550.71ms,海南卫视,https://stream1.freetv.fun/eb41049bd834ddfb4cd47ed858ee349a815138cb85042afded58871be645cc67.m3u8
550.77ms,深圳卫视,http://8.146.211.219:2001/live_tv?pid=600002481
550.80ms,[HD]one golf,https://stream1.freetv.fun/one-golf-2.m3u8
550.81ms,贵州卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5629&tk=b53028476470
550.88ms,陕西卫视,http://112.46.85.60:8009/hls/17/index.m3u8
550.92ms,AccessVision Channel 16,https://livestream.telvue.com/accvision1/f7b44cfafd5c52223d5498196c8a2e7b.sdp/playlist.m3u8
550.93ms,CCTV-NEWS,http://120.192.226.35:8009/hls/16/index.m3u8
550.93ms,农林卫视,http://120.192.226.35:8009/hls/27/index.m3u8
550.94ms,新疆卫视,http://116.117.107.84:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
550.95ms,Travel Adventures with Jeff Swan (1080p),https://app.viloud.tv/hls/channel/0d984388834adac967a4ec4e69bc8271.m3u8
550.96ms,Afrobeats (1080p),https://stream.ecable.tv/afrobeats/tracks-v1a1/mono.m3u8
551.02ms,[HD]one tv lbn,https://stream1.freetv.fun/one-tv-lbn-32.m3u8
551.03ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-8.m3u8
